 
 
0	0.601964	1.666542	   
1	0.665887	1.439568	   
2	0.783168	1.65392	   
3	0.870458	1.753793	   
4	0.970051	1.717066	   
5	1.037834	1.692423	   
6	1.046338	1.676205	   
7	0.997879	1.639601	   
8	0.98095	1.633079	   
9	0.997576	1.653701	   
10	0.974679	1.647688	   
11	1.02536	1.657265	   
12	0.956238	1.616765	   
13	0.969038	1.691674	   
14	0.996224	1.658931	   
15	0.910013	1.604186	   
16	1.021115	1.648866	   
17	1.063446	1.668302	   
18	0.855168	1.587177	   
19	0.982391	1.652307	   
20	0.833112	1.598999	   
21	0.773018	1.619988	   
22	0.999321	1.650289	   
23	0.871984	1.619485	   
24	1.011726	1.695724	   
25	1.042637	1.678684	   
26	0.935658	1.64004	   
27	1.027964	1.700736	   
28	1.014479	1.652149	   
29	0.944638	1.624132	   
30	1.061913	1.731937	   
31	0.92365	1.647662	   
32	0.97218	1.747189	   
33	0.948404	1.68525	   
34	0.950044	1.700282	   
35	0.99509	1.700161	   
36	0.979089	1.701978	   
37	1.042766	1.678083	   
38	0.955483	1.692547	   
39	1.081318	1.686828	   
40	0.896154	1.630474	   
41	0.931162	1.685985	   
42	0.944991	1.645159	   
43	0.921976	1.701553	   
44	0.957422	1.606867	   
45	0.941221	1.670693	   
46	0.986314	1.631808	   
47	0.920321	1.631441	   
48	1.048577	1.589242	   
49	0.981092	1.570067	   
50	1.000814	1.615311	   
51	0.940274	1.553396	   
52	0.958745	1.658958	   
53	1.031982	1.621563	   
54	0.897281	1.592793	   
55	1.06294	1.621981	   
56	0.864665	1.598874	   
57	0.879253	1.600815	   
58	0.943548	1.574585	   
59	0.886391	1.611737	   
60	0.997472	1.58687	   
61	0.974915	1.646959	   
62	1.042769	1.627657	   
63	0.930974	1.612288	   
64	1.000838	1.610635	   
65	1.012788	1.63063	   
66	0.913119	1.647714	   
67	1.042854	1.643972	   
68	0.990823	1.69711	   
69	0.970927	1.679024	   
70	1.020489	1.699345	   
71	1.019928	1.700399	   
72	0.952156	1.677082	   
73	0.9662	1.677664	   
74	0.983891	1.668358	   
75	0.925017	1.702648	   
76	1.067264	1.669654	   
77	0.925806	1.598988	   
78	0.960221	1.67	   
79	0.93466	1.619476	   
80	0.954188	1.680191	   
81	0.988719	1.620594	   
82	0.959764	1.661749	   
83	1.030748	1.674023	   
84	0.958741	1.708509	   
85	1.051495	1.672644	   
86	0.986769	1.650364	   
87	0.990589	1.699012	   
88	1.013716	1.685634	   
89	0.97306	1.713883	   
90	1.057443	1.679877	   
91	0.960491	1.656997	   
92	1.027999	1.661952	   
93	0.933303	1.641311	   
94	0.923234	1.642225	   
95	1.027209	1.631922	   
96	0.859816	1.603343	   
97	0.992686	1.637619	   
98	1.013685	1.681414	   
99	0.885389	1.60564	   
100	0.9606	1.650588	   
101	0.964387	1.744927	   
102	0.856391	1.758302	   
103	0.964481	1.963942	   
104	1.028634	2.027575	   
105	0.944706	2.084199	   
106	1.078674	2.190418	   
107	1.003633	2.163848	   
108	0.968449	2.302791	   
109	1.015729	2.332478	   
110	0.974484	2.414659	   
111	1.00602	2.49729	   
112	1.002936	2.542907	   
113	1.00624	2.529949	   
114	1.002521	2.598056	   
115	0.978654	2.463773	   
116	0.997939	2.489651	   
117	1.046069	2.562681	   
118	0.959608	2.403798	   
119	1.078883	2.551711	   
120	0.945415	2.411483	   
121	0.914197	2.513444	   
122	1.013913	2.57106	   
123	0.928036	2.597902	   
124	1.035896	2.603917	   
125	1.054074	2.627688	   
126	0.98667	2.570982	   
127	1.035268	2.638208	   
128	0.996147	2.519866	   
129	0.998141	2.541309	   
130	1.006561	2.591305	   
131	0.968825	2.539576	   
132	1.031671	2.66862	   
133	0.959992	2.521423	   
134	1.036901	2.49146	   
135	0.961889	2.424083	   
136	0.964369	2.509779	   
137	1.057859	2.527388	   
138	0.932535	2.489988	   
139	1.07312	2.555433	   
140	0.972462	2.542796	   
141	0.966264	2.622032	   
142	1.059663	2.658229	   
143	0.958731	2.595552	   
144	1.065744	2.608171	   
145	0.968749	2.601052	   
146	0.996613	2.618429	   
147	1.029542	2.648546	   
148	0.968242	2.504414	   
149	1.052995	2.489343	   
150	0.960375	2.516587	   
151	0.966228	2.462698	   
152	1.023291	2.56528	   
153	0.984326	2.429799	   
154	1.037591	2.41635	   
155	1.039704	2.432119	   
156	0.976301	2.353474	   
157	1.020118	2.42821	   
158	0.977238	2.295968	   
159	0.985535	2.347058	   
160	1.000422	2.365018	   
161	0.978245	2.362756	   
162	1.021994	2.403721	   
163	1.000713	2.327417	   
164	0.978635	2.267408	   
165	1.010773	2.369353	   
166	0.972157	2.346586	   
167	1.022074	2.407851	   
168	1.002421	2.388073	   
169	0.983515	2.428441	   
170	1.002549	2.485807	   
171	0.99818	2.495433	   
172	1.001318	2.449123	   
173	1.014984	2.491643	   
174	1.00184	2.469226	   
175	0.988858	2.519678	   
176	1.021516	2.503609	   
177	0.987061	2.44174	   
178	1.011298	2.474022	   
179	0.95527	2.433772	   
180	1.040274	2.567139	   
181	0.964976	2.425462	   
182	0.972211	2.502213	   
183	1.040032	2.53568	   
184	0.966576	2.572523	   
185	1.038869	2.507514	   
186	1.018689	2.526887	   
187	0.999309	2.521588	   
188	1.005914	2.534518	   
189	1.011623	2.509663	   
190	0.997043	2.475662	   
191	1.023742	2.509003	   
192	0.968298	2.364635	   
193	1.042393	2.503745	   
194	0.932222	2.293175	   
195	0.926842	2.338461	   
196	1.000734	2.370942	   
197	0.877756	2.345382	   
198	1.058582	2.423719	   
199	0.975273	2.37033	 
