0	0.9855	0.993502
1	1.414826	0.95287
2	1.377492	1.010488
3	0.133636	0.988752
4	1.345116	1.010102
5	1.393008	1.02802
6	0.329978	1.001046
7	1.403084	0.984502
8	1.482754	0.997268
9	0.16	0.998466
10	1.366646	1.02812
11	1.44149	0.974774
12	0.280808	1.0164
13	1.401674	0.972272
14	1.548426	0.989442
15	0.2	1.033996
16	1.388614	1.014874
17	1.44502	0.99546
18	0.251332	0.996302
19	1.402708	0.993406
20	1.553418	0.970462
21	0.26	1.004186
22	1.354138	1.041456
23	1.444942	1.022124
24	0.31204	0.922382
25	1.3365	1.039494
26	1.323778	1.022062
27	0.34966	0.991708
28	1.415748	0.990624
29	1.411994	0.975648
30	0.075066	0.998268
