0	0.9701871429	1.039225
1	1.01392	1.0389367647
2	0.9613214286	1.0380632353
3	0.9875642857	1.0235911765
4	1.0122857143	1.0283955882
5	0.9968057143	1.0161867647
6	0.9839942857	1.0440235294
7	1.0116285714	1.0049941176
8	1.0323628571	1.0454102941
9	0.9692985714	1.0353
10	0.74821	0.7558705882
11	0.7517785714	0.9136323529
12	0.7748171429	0.9387352941
13	0.7561871429	0.9822397059
14	0.7482285714	1.0166029412
15	0.7592171429	0.9964955882
16	0.78592	0.9817970588
17	0.7809128571	1.0039867647
18	0.7501428571	1.0141779412
19	0.7501371429	0.9670926471
20	0.74519	0.9906161765
